,name,price,type,material,madefrom,color
0,리틀퍼피클럽 핫팩 파우치 세트 라이언 어피치,29000,touched,,중국,
1,리틀퍼피클럽 양털부츠 라이언 어피치,25000,touched,폴리에스터  ,중국,
2,꿀잠친구 고슴도치 리틀라이언,42000,touched, 표면  폴리에스터    폴리우레탄    충전재  폴리에스터  ,중국,혼합
3, 고흥 유자를 선물합니다  자임 꿀유자차   ,13900,touched,,,
4,오설록 오 땡큐 티박스  선물세트  ,22000,touched,해당사항없음,,
5,리틀퍼피클럽 싱글이불담요,49000,touched,폴리에스터  ,중국,혼합
6, 당일배송   BEST  TANDY 탠디 베러캐시 캐시미어 머플러     선물포장 ,24000,touched,   ,중국,
7, 열렬히 응원할게요  떠먹는 스트로베리 초콜릿 생크림   떠먹는 아이스박스   아메리카노  R  ,22200,touched,,,
8, 잘 될거에요  떠먹는 티라미수   아메리카노  R  ,15500,touched,,,
9,떠먹는 스트로베리 초콜릿 생크림   떠먹는 아이스박스   아메리카노  R  ,26700,touched,,,
10, 합격 땅땅땅  떠먹는 바닐라 슈크림   아메리카노  R  ,15500,touched,,,
11, 효돈농협  효돈 제주감귤 에디션  고당도 감귤   특품 ,25800,touched,,,
12,ORGA 액상차 선물세트 꿀유자 꿀모과 꿀생강 ,28900,touched,,,
13, 여유로운 하루  떠먹는 티라미수   아메리카노  R ,11000,touched,,,
14,그릭요거트 딸기 생크림 피스   아메리카노  R ,10700,touched,,,
15, 달콤하게힘이나는하루  허니카라멜브레드 수플레치즈 케이크 아메리카노 ,14900,touched,,,
16,수제청 선물세트 레몬생강청배도라지대추생강청  과일청,36000,touched,해당없음,,
17, 선물추천  꽃과일향 차 TEA 선물세트   ,25000,touched,해당없음,해당사항 없음,
18,트윙클 램프 스노우볼 크리스마스 오르골 무드등 장식 소품 ,23900,touched,,중국,
19, 오둥이 입니다만  오둥이 모찌 바디필로우  톡별 ,29800,touched,,,
20,NEW  겨울 핫템  카카오프렌즈 얼굴형 손난로 보조배터리 ,34900,touched,,,
21, 친구 맺고  적립   따뜻한 선물추천  제이에스티나 BASIC 머플러  ,38400,touched,,,
22, 감사합니다  초코티라미수 케이크 아메리카노 ,10300,touched,,,
23, 본사공식정품  고비 몽골 산양 금장   머플러     선물포장 ,99000,touched,캐시미어  ,몽골,
24, 매일 예쁘고 포근해  수면 파자마 상하의   남녀커플 상품 추가,24900,touched,,,
25, 따뜻함을 담아  F W 제이로렌 남녀 머플러    ,19900,touched,상품페이지 참조,,
26, 헤지스  멜란지 울캐시미어혼방 머플러  ,75800,touched,울   캐시미어  ,,
27, 선물포장  이터널유 Mano 울 장갑  ,33000,touched,,,
28, 뭘 좋아할지 몰라서 다 준비했어  털 실내화 슬리퍼     더스트백포장,13900,touched,,중국,
29, 선물제격  보르딘 콜드브루 더치커피 알록달록 앰플     ,19900,touched,        ,,
30, 따뜻한 마음  캔들 워머   프리미엄자 향초 세트  미세 빛조절 ,25900,touched,,,
31, 선물추천  TWG Tea 티백 베스트셀렉션   ,36500,touched,,"TWG TEA COMPANY PTE LTD Singapore/ 나드에프앤비(주) 서울시 성동구 광나루로6길 20, 703호",
32, 잘자요 꿀린이  꿀잠타는 기린이 모찌 바디필로우  톡별 ,29900,touched,,,
33,MMFD  캐시믹스 캐시미어 머플러,30000,touched,모    캐시미어  ,,
34, 풍성하고 화사하게  떠먹는 바닐라 슈크림   시트러스 부케 ,18700,touched,,,
35, 손목 무릎통증  전자파없는 오색약손 다온,22500,touched,,,
36,집순이 빅후드담요 곰도리ver   빅후드담요 양말 슬리퍼set   톡별 ,34900,touched,,,
37, 선물추천  러블리 티박스 Lovely Tea Bo   ,20000,touched,해당없음,해당사항 없음,
38, 오늘도 따뜻할 거예요  히트템 핫팩  메세지박스 손소독제   톡별   heattem ,11900,touched,,,
39, 프리미어스  티백  에디션 차 선물세트 ,35000,touched,해당없음,,
40,국물의한수 온가족       ,34900,touched,,,
41, 따뜻한선물  불멍 캠핑 화로 난로 불무드 에탄올램프  에탄올 캔들라이터 증정 ,23900,touched,,중국OEM,
42,F W 보송보송 귀여운 동물 슬리퍼 실내화 세트    ,12900,touched,,중국,
43, 내 손에 구름  단미 구름 양면발열 USB 충전식 휴대용 손난로 보조배터리   CLOUD ,21900,touched,,,
44, 손안에 작은 보일러    손난로 보조배터리   총    톡별   HW JJAK ,26900,touched,,,
45, 따뜻한 선물   BEST  TANDY 캐솔드 캐시미어   머플러   ,59000,touched,캐시미어  ,중국,
46, 스트레스 날려  시바스키 배치기 모찌 뚱쿠션 바디필로우    톡별 ,29900,touched,겉면  폴리에스터   충전재  폴리에스터  ,중국,"시바(베이지),허스키(그레이)"
47, 선물제격  보르딘 콜드브루 더치커피 알록달록 앰플       보르딘F B ,36900,touched,        ,,
48, 경복궁  한우사골 실속세트  한우사골고기곰탕 사골고기도가니탕 한우사골곰탕 ,25000,touched,해당사항 없음,해당사항 없음,
49, 따뜻한 마음처럼  남녀공용 부드러운 체크 국산 목도리 머플러  ,16900,touched,,,
50, 수고했어 오늘도  클래식 가토 쇼콜라 피스   아메리카노  R ,11000,touched,,,
51, 연말선물추천  프린지 버진 울 머플러   color ,159000,touched,,,
52, 겨울 선물 추천  따뜻한  온열 찜질 목도리 스마트 넥워머 Gwarmer 가머,49900,touched,,CHINA,
53, 단독 선물포장🎁   너를 위한 따뜻한 선물 얼모스트블루 인기 목도리 모음  여자친구 생일 선물 포장,24800,touched,acrylic  ,대한민국,
54,양키캔들 향초 라지자 호른 캔들워머 세트  국내산  높이  밝기조절 ,39800,touched,,,
55, 물방울이 역행하는   거꾸로 물멍가습기   전용충전기 증정 ,54900,touched,,중국,
56, 홈캠핑   불멍감성  타닥타닥 모닥불 장작 LED 원목 무드등,19900,touched,,중국,
57,     방콕 집순이 후드 담요  집순이담요 ,29900,touched,,,
58, 진로 한 잠 어때   진로 소주병 빅 바디필로우  쿠션  톡별 ,39900,touched,겉감    ／충전재    ,중국,
59, 여자친구선물  현미온미 아기곰 허리 배 찜질팩 벨트형  톡별 ,39800,touched,,대한민국,
60, 따뜻한 귀요미  모찌모찌 뽀글 핫팩인형 ,8900,touched,,,
61, 단독 선물포장🎁   따뜻한 마음을 담아  블러쉬 체크 머플러   여자친구 생일 선물 포장,28000,touched,acrylic  ,대한민국,
62, 꾸덕꾸덕한 간식까지 담은  오설록 오땡큐 티박스 차 간식세트 ,31000,touched,,,
63, 따뜻한 선물  집순이 수족냉증러를 위한 선물 수면양말 실내화 양털 부츠 양말,18900,touched,,,
64, 따뜻함을 담아❤️       F W 남녀 커플머플러  ,32900,touched,상품페이지 참조,,
65, 출산선물 부모님선물  현미온미 손목무릎 찜질팩 기프트세트,29800,touched,,대한민국,
66, 춘식이와 힐링  춘식이 LED 디퓨저 무드등  톡별 ,42000,touched,,"[디퓨저, 리드] 한국 [피규어, 유리병, 트레이, LED 전구, 조화] 중국",
67, 누적판매  당일발송  로그 어텀 무지 머플러   ,13900,touched,,,
68, 아프지마요  따뜻하게 레몬생강청  수제과일청 ,15900,touched,해당없음,,
69, 나를 위한 힐링 타임이 필요할때  불타는 무드등 A형 불멍 생일선물 집들이선물 인테리어,19800,touched,,,
70, 작지만 강력한가습기   인테코 에이티  스누피 무드등 미니가습기,29000,touched,,,
71,아이보우 충전식 온수 찜질기 온열 찜질팩 IVB ,27800,touched,,,
72, 포근함을 더한  울랄라 보아털 베스트 파자마 모음,38900,touched,,,"화이트,아이보리"
73, 안아주라구스  New 로라네 애착 구스 바디필로우 쿠션    톡별 ,29900,touched,겉면    충전재   ,중국,아이보리 그레이
74, 완벽한 가을 페어링  카페 가나슈 타르트      신촌커피 ,18700,touched,,,
75, 건강하세요  쌍화청 호두정과 옻스푼 선물세트,34900,touched,해당없음,,
76, 추천선물  페어리스트리 선물용 수제과일   선물포장  set 블루베리 레몬 ,28900,touched,제품개별표시,,
77,미민 투홀 핑거 스마트폰 터치장갑 ,19900,touched,,,
78,방콕 집순이 후드담요   집순이담요 ,17900,touched,,,
79,돌체구스토 커피머신 지니오S스타  커피머신   펜 ,149000,touched,,중국,
80, 선물추천  차 한잔이 생각나는 날엔  오설록 제주 프리미엄 블렌딩 티백  ,9500,touched,해당없음,,
81,노란 곰돌이 뽀글이 수면잠옷,27900,touched,,중국,
82, 양말선물  다채로운 구성의 양말선물세트   ,15800,touched,면 폴리 스판,대한민국,
83, 내가 밑에서 받쳐줄게  몽글방석   등쿠션  톡별 ,19900,touched,폴리에스터,,"브라운, 그레이"
84, 드립커피계의 명품  싱가포르 바샤커피 플레이버 드립백  ,35500,touched,,,
85,레토 짱구는 못말려 텀블러 보틀 스테인리스 텀블러,21900,touched,,중국,
86, 친구 맺고  적립   고급스러운 따뜻한 선물 제이에스티나 니트 머플러  ,66600,touched,,,
87, 선물추천   단독 NEW  밀로 FW 남여공용 홀리데이 코듀로이 볼캡     포장패키지 ,32900,touched,,,
88, 뽀글뽀글 포근함  New 춘식이 대형 양털 담요     톡별 ,28000,touched,,,
89, 잘자요 꿀룡이  꿀룡이 모찌 공룡 바디필로우  톡별 ,29900,touched,,,
90, 루이까또즈  따뜻한 베이비울 머플러 앤덴 솔리드  SA    프리미엄 캐시미어 머플러 투데이  SA   ,47200,touched,,,
91, 감성 집들이선물   불멍 풀세트  수퍼블릭 실내용 애타는램프SET  램프 에탄올 점화기 ,33900,touched,,중국,
92,진짜 귀여운 곰돌이 퍼 머플러  모음전,7900,touched,,,
93,카카오프렌즈 라이언 춘식이 이글루 무드등 가습기 ,29900,touched,,중국,
94, 선물하기에서만 사계절필수템 물세탁OK 전자파NO  이메텍 히팅패드 전기방석 IHP ,39800,touched,,,
95,양키캔들 향초 미니워머 선물세트  타이머  국내산  밝기조절 ,35700,touched,,,
96, 안아주라냥  고양이 몰캉몰캉 스트레스해소 마약쿠션  톡별 ,15900,touched, 겉    극세사 모찌원단   속  마이크로화이바 솜,대한민국,"연그레이, 연핑크"
97, 집에서 만끽하는 제주의 향기  귤 요루면 파자마 세안밴드 세트   톡별 ,28900,touched,의류   면   세안밴드   수면   더스트백   부직포,의류 : 중국 / 세안밴드 : 중국 / 더스트백 : 한국,의류 : 오렌지 / 세안밴드 : 베이지 / 더스트백 : 베이지
98, 불멍하며 보내는 나만의 휴식  불타는 무드등 G형 불멍 집들이선물 생일선물 인테리어,34800,touched,,,
99, 경복궁  마음을 전하는 선물세트  한우불고기 궁중본갈비 궁중소갈비찜 양념불고기 ,109000,touched,해당사항 없음,,
100, 경복궁  체력 보강 선물세트  사골고기도가니탕 영양갈비탕 양곰탕 ,35900,touched,해당 사항 없음,해당 사항 없음,
101,아프다고 굶지마요  본죽  장조림 set  총   ,19900,touched,미니장조림              전복죽                                    쇠고기죽                                     보양삼계죽                                     낙지김치죽                                   단호박죽                                    통단팥죽                                   전복죽                                    쇠고기죽                                    보양삼계죽                                     단호박죽                                      화끈짬뽕죽                                            미역죽                                 ,동방푸드마스타 / 농업회사법인 올레㈜,
102, 경복궁  불고기 갈비 혼합 선물세트    ,45000,touched,해당사항 없음,,
103,양키캔들 자캔들 소 모자이크 자쉐이드 선물세트  쇼핑백 ,15800,touched,,,
104, 안사면후회 꿀템추천  알로코리아 충전식 휴대용 손난로 보조배터리  양면발열 전기핫팩   ,20700,touched,,,
105, 행운이 붙는다  찹쌀떡 쿠션 모찌모찌 필로우 멀티베개,29900,touched,,,
106, 불멍 감성  유니영 LED 사무실 미니 모닥불 가습기,17900,touched,,중국,
107, 센스있는 향기선물  데일리 캔들워머 소이캔들  세트 할로겐 전구 포함 ,43900,touched,,데일리 캔들워머: 중국 / 소이캔들 650ml: 대한민국,
108, 닥스  LONG 남녀공용 체크 울 캐시혼방 롱 라이트 머플러  ,99900,touched,,,
109,집순이들을 위한 입는 거북이 등껍질 쿠션,26900,touched,,중국,
110, 매일 입고 싶은  울랄라 겨울 신상 베스트 파자마 모음,34900,touched,,,
111, 홈카페 집들이 선물  라이프썸 샌드위치 와플 메이커 풀세트  LFS    ,19900,touched,,중국 OEM,
112,   클래식체크머플러 하나사면 곱창한개더 겨울머플러,8900,touched,아크릴 폴리에스터,중국OEM,
113, 부모님선물  현미온미 허리 배 찜질팩  벨트형 ,38300,touched,,대한민국,
114, 생일에눈      휴플러스 코드제로 눈마사지기 CORDZERO  온열안대 안마기 선물,29900,touched,,중국 OEM,
115,    폴인 허브 온열 복부 핫팩 찜질팩 패치 여자친구 선물,15500,touched,,,
116, 발끝에 따뜻함   단미 발난로 전기난로 히터 사무실 발난로  발난로  ,49800,touched,,중국,
117, 따듯한 오둥이입니다만  New 오둥이 극세사 부들부들 보들 대형 담요  톡별 ,15900,touched,,,
118,  증정  미니 초음파 사무실 차량 무선 신생아 휴대용 가습기 Duwater 듀워터,34900,touched,,CHINA,
119, 디스커버리  픽시버G 튜브 구스다운 여성 경량패딩  ,169000,touched,겉감    폴리에스터   겉감    폴리에스터   겉감    폴리우레탄   주머니감   폴리에스터   충전재   솜털   충전재   깃털  ,미얀마,"BES,BKS,CRS,GRS,PKN"
120, 따뜻한 겨울  두꺼운 양털담요  대형 극세사 밍크 양모블랭킷   기프트백 ,20900,touched,고급 극세사   폴리에스테르,중국,"그레이,네이비,카멜베이지,크림화이트,민트스카이,핑크"
121, 집순이선물  밍크담요 수면양말 슬리퍼  빼빼로 증정  톡별 ,19900,touched,,,
122, 셀럽 착용  대왕 오리 기모 파자마  슬리퍼 증정 ,29900,touched,,중국,
123, 선물로 좋아요  포그니 알파카 바디필로우    톡별 ,29900,touched,겉면  폴리에스터   비스코스 레이온      충전재  폴리에스터     입 귀  폴리에스터     주머니안감  폴리에스터  ,중국,"핑크, 베이지"
124, 한정특가  코지베어 먼지없는 이불베개 침구세트 SS Q균일가  외 ,29900,touched,세미 마이크로 폴리에스터  ,대한민국,
125, 스몰 럭셔리   선물포장 델픽 시그니처 티백   중  ,28000,touched,,델픽,
126,전복에 내 마음 가득 담아  본죽 전복죽 쇠고기 장조림set,35000,touched,전복죽                                   미니장조림          ,동방푸드마스타 / 농업회사법인 올레㈜,
127, 온열 마우스패드  아이보우 스마트 온열 마우스패드 온열 데스크 전기매트 책상 마우스패드 IVHP ,34900,touched,,중국OEM,
128, 겨울 핫템  카카오프렌즈 스틱형 손난로 보조배터리 ,34900,touched,,중국,
129, 신규컬러 출시  선물패키지  오아듀얼미스트 무선 미니가습기 무드등 감성디자인 초음파사무실  OA  ,27900,touched,,,
130,  추가증정  카카오프렌즈 춘식이 고구마 박스 무드등 가습기 ,45900,touched,,,
131,마이핫 보온대 대용량 핫팩  BOX,12000,touched,,,
132,박상병 대용량 핫팩 ,21700,touched,,,
133, 템키퍼  당신의 온도를 지켜줄 냉온 조절 텀블러,42900,touched,,,
134, 경복궁  한우곰탕 보양세트     ,60000,touched,해당사항 없음,해당사항 없음,
135, 사미헌  한끼갈비탕     ,29600,touched,해당 사항 없음,,
136, 선물 사무실 담요  더자리 포근포근 부드러운 솔리드 고밀도 극세사 담요 소형   ,6900,touched,,,
137, 따뜻하게 앉아요  이노크아든 북유럽풍 피치스킨 전기방석   GP  ,26900,touched,,대한민국,
138, 따뜻한 귀요미  크리스마스 선물 손난로 핫팩인형 루돌프,8900,touched,,,
139, 학교 사무실 차박  고밀도  극세사 겨울 밍크 담요  케이프   ,12900,touched,앞면  세미 마이크로   뒷면 폴리에스터  ,한국,화이트/그레이/핑크/베이지
140, VIPS  빕스 패밀리 선물세트  오리지널폭립  스파이시폭립   ,49900,touched,,"씨제이푸드빌(주), 충북 진천군 광혜원면 광혜원산단길 107",
141, SNS 인기아이템   불빛 미니조명 렉슨미나 S사이즈,39900,touched,,,
142, 크리스마스   SS 홀리데이 텀블러 or 콜드컵   무료음료쿠폰 ,35000,touched,,중국,
143, 🎄🎁✨  Holiday Gift  코데즈컴바인  최신상 베이직 브라 팬티 세트  ,26000,touched,브라원단 폴리에스터  폴리우레탄  면  기타               브라원단 폴리에스터  폴리우레탄  면  기타,202201,
144, 연말선물추천  케이블 폴로 베어 울블렌드 머플러   color ,139000,touched,,,
145, 남녀공용  블레르 니트 머플러,9900,touched,,,
146, VIPS  빕스 패밀리 선물세트  오리지널폭립  스파이시폭립   ,39900,touched,,"씨제이푸드빌(주), 충북 진천군 광혜원면 광혜원산단길 107",
147, 크리스마스   홀리데이 스터드 or 주얼드 콜드컵    무료음료쿠폰 ,30000,touched,,중국,
148, 편안함을 함께하는  세븐데이즈 요루면 파자마세트   couple,28900,touched,,,
149, 단독 선물포장🎁   포근한 날만 가득하길  시그니처 체크 머플러   여자친구 생일 선물 포장,28000,touched,acrylic,대한민국,
150, 웨지우드 카카오단독  티타임 머그 선물 세트  머그    TEA  ,58000,touched,도자기제 본차이나 ,인도네시아,
151,   데일리 트렌디 커플 파자마 ,49900,touched,,중국,
152, 집에서도 예쁜  꿀잠 파자마 상하의 세트  ,24900,touched,,,
153, 경복궁  전통 한 상 세트 한우떡갈비 한우사골고기곰탕 칼집 LA갈비 ,52900,touched,,,
154, 크리스마스   SS 홀리데이 텀블러 or 콜드컵    무료음료쿠폰 ,33000,touched,,중국,
155, 집들이선물추천      따뜻하고 귀여운 겨울 캐릭터 털 층간소음 슬리퍼 실내화,15900,touched,,,
156, 앤의 감성이 그대로   울랄라X빨강머리앤  F W 신상 파자마 모음,34900,touched,,,
157, 🎁선물추천🎁   게스언더웨어  솔리드 베이직 브라 팬티 세트  ,28000,touched,브라원단  폴리에스터 폴리우레탄 면 기타                   ,필리핀,
158,빕스 홈레스토랑 선물세트  오리지널 폭립  핫 스노잉치즈 폭립 ,39900,touched,,,
159,  W NEW   게스언더웨어  에어로쿨 아웃밴드 노와이어 브라팬티 세트  ,32000,touched,브라원단 폴리에스터 폴리우레탄 면 기타                   ,,
160,집순이 빅후드담요 곰도리ver  빅후드담요  양말set  톡별  ,29900,touched,,,
161, 코데즈컴바인  남성 베이직 신상   ,36000,touched,폴리에스터 폴리우레탄 나일론 기타,필리핀 또는 베트남,
162, 겨울에는 함께  얼모스트블루베니르 위클리 머플러   커플 여자친구 남자친구 선물,28000,touched,acrylic  ,대한민국,
163, 연말 홈파티   선물하기 단독 Gift Bo 증정  스타벅스 by 네스프레소 캡슐커피 선물세트,41900,touched,,,
164, 질바이질스튜어트  울캐시미어혼방 머플러  ,52900,touched,울 캐시미어 혼방,,
165, 꼭 필요한 양말  절대 벗겨지지 않는 양말 시리즈   모든종류   매일양말 ,13900,touched,,,
166, 따뜻한 선물추천  남녀공용 세티아 오버 사이즈 캐시미어 머플러  ,8900,touched,,,
167,위글위글 쿠션 담요,34200,touched,,,
168,꿀잠  파자마 세트  ,19900,touched,,,
169,    소소하지만 확실한 행복  신혼부부 커플잠옷 파자마 세트  ,79900,touched,,,
170, 잘했고 잘하고 있고 잘 될 것이다    리브인리프 꽃다발,38500,touched,,한국,
171,마이크리스마스쿠키 춘식이 파자마 인형,39000,touched,       ,중국,혼합
172, 연말선물추천  리버시블 울 블렌드 머플러   color ,129000,touched,울 나일론,,
173, 집들이 결혼선물  남녀커플 파자마   디퓨져 세트 파자마  디퓨져 엽서 선물포장 ,59900,touched,,,
174, 따뜻한선물   주머니에 쏘옥  Sanrio 산리오캐릭터즈 포켓 핫팩 세트   ,18000,touched,,대한민국,
175, 선물하기 좋은  울랄라 F W 커플 파자마 모음,39900,touched,,,
176, 당일발송  사고르 터치 니트장갑   ,15000,touched,,,
177, 이거슨 꿀잠맛집  찹쌀떡 모찌모찌 왕베개,29900,touched,,,
178, 본사공식정품  고비 리버시블 캐시미어   머플러     기프트포장 ,119000,touched,캐시미어,몽골,
179,   신상 스윗 커플 파자마 ,49900,touched,,중국,
180, 차분한 게으름을 위한 준비  데이지 체크 요루면 긴팔 파자마세트  ,29900,touched,,,
181, 연말선물추천  케이블 니트 울 블렌드 머플러   color ,159000,touched,울 나일론,,
182,Quokka Dumpling Pouch,20000,touched,,China,
183, 단독 선물포장🎁   널 따뜻하게 안아줄  허그 체크 머플러   여자친구 생일 선물 포장,24800,touched,acrylic  ,대한민국,
184, 핸드메이드   따뜻한 겨울 보내길  보들 포근 남녀공용 국산 목도리 머플러  ,16900,touched,,,
185, 앤 선물박스 증정   울랄라X빨강머리앤  긴팔 페어 파자마 모음,36900,touched,,,
186,집순이를 위한 사계절 파자마세트    ,12900,touched,,중국,
187,마이크리스마스쿠키 스노우볼,29000,touched,유리  물  레진,중국,
188, 안아주오리   애착 대형 인형 바디필로우 촉감 중독,21900,touched,,중국,
189,나이키 NSW FW 신상 클럽 후디 기모  택일,38500,touched,,,
190,카카오프렌즈 밍크 소프트 담요   레인보우춘식,14900,touched,,,
191,카카오프렌즈 밍크 소프트 담요   레인보우춘식,19900,touched,,,
192, 당일발송  리온 귀도리   ,11900,touched,,,
193, 집들이 생일선물   선물포장 카드  천연가습기 자연기화식 가습제 정화석 접시,29900,touched,,,
